HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated_tweet
3433,@user @user @user ferme ta gueule islamo gauchiste. en mai 2019 vous allez vous prendre u… @url,abusive_offensive,direct,shock,other,left_wing_people,@user @user @user shut up leftist Islamo. in May 2019 you are going to take a… @url
3434,@user @user en mode tu vas faire quelque chose contre ce grand renois d'1m90,fearful,direct,indifference,other,african_descent,@user @user in mode you are going to do something against this 1m90 tall renois
3435,@user je suis cho que y'a vrmnt des attardé,offensive,indirect,shock,disability,individual,@user I'm shocked that there are really retarded people
3436,@user @user @user @user le gauchiste est toujours un ado attardéfaut pas lui en vouloir… @url,abusive_offensive,indirect,indifference_disgust,other,other,"@user @user @user @user the leftist is still a retarded teenager, don't blame him… @url"
3437,@user et les rebeus haineux des renois ça existe que tu le veuilles ou pas. jv pas nier ça pr toi,normal,direct,sadness_shock_indifference,origin,other,@user and the hateful rebels of the Renois exist whether you like it or not. I can't deny that for you
3438,@user @user @user sai mongol,offensive,indirect,shock,disability,other,@user @user @user sai mongolian
3439,y’a deux renois elle sont venu s’asseoir juste à côté de moi alors que le train est vide wesh c quoi lprobleme,normal,indirect,indifference,origin,african_descent,there are two renois she came to sit right next to me even though the train is empty wesh what the problem
3440,@user et toi sale arabe non? personne veut de toi t’en trop marre de bz des chèvres ? donc ta la haine que on… @url,offensive,direct,shock,origin,arabs,"@user and you dirty Arab right? no one wants you, you're too fed up with goats? so you hate that we… @url"
3441,@user @user @user @user que mongol,offensive,direct,shock_indifference_disgust,other,individual,@user @user @user @user que mongolian
3442,@user pour une fois ? le vit tous les jours ordure de gauchiste c'est pas tes amis basanés qui se font… @url,offensive,direct,shock,other,left_wing_people,"@user for once? Lives it every day, leftist trash, it’s not your swarthy friends who are… @url"
3443,@user @user c’est quoi ton problème? ou est ce que je critique le club? t’es complètement attardé toi,offensive,indirect,indifference,other,individual,@user @user what is your problem? Or am I criticizing the club? you are completely retarded
3444,@user @user la tolérance gauchiste,disrespectful_normal,indirect,sadness,other,left_wing_people,@user @user leftist tolerance
3445,@user tais toi gauchiste,offensive_disrespectful,direct,sadness,other,left_wing_people,@user shut up leftist
3446,@user @user pk jsuis nrv? psk ton pote et sa clique de sale arabe taille les blancs et noir j’ouvre do… @url,offensive,direct,sadness,origin,arabs,@user @user pk am I nrv? psk your friend and his clique of dirty Arabs cut white and black I open it… @url
3447,@user sans emploie hhhhh. c'est un rebeu qui lui pris ça place. quelle grosse merde. de toute façon les fachos… @url,fearful_abusive_offensive_disrespectful,direct,sadness,other,other,@user without employment hhhhhh. It was a rebel who took his place. what a big shit. anyway the fascists… @url
3448,@user @user tiens encore cette théorie du complot antisémite...,normal,indirect,sadness,other,jews,@user @user still have this anti-Semitic conspiracy theory...
3449,@user les rebeus soins comme nous,normal,indirect,confusion_indifference,origin,arabs,@use the rebeus care like us
3450,@user @user est au niveau de l...anchois au niveau de la chaine alimentaire. ridiculise toi encore plus,normal,direct,indifference,other,other,@user @user is at the anchovy level in the food chain. ridicule yourself even more
3451,@user @user @user @user @user @user @user des noirs sûrement pas des rebeus c possible.,fearful_abusive_offensive_hateful_disrespectful,indirect,shock,origin,african_descent,@user @user @user @user @user @user @user blacks certainly not rebeus it's possible.
3452,@user oh espèce de mongol l seul joueur qu'il fut respecter c'est cavani neymar et toi n celui donné jamais b… @url,offensive,indirect,indifference_disgust,other,individual,@user oh you mongol the only player he respected was cavani neymar and you n the one given never b… @url
3453,@user @user @user il n'y que les communautés arabes et africaines qui posent problème e… @url,offensive,indirect,indifference,origin,african_descent,@user @user @user it is only the Arab and African communities that pose a problem and… @url
3454,@user nan y’a pas que des renois sale grosse pute va,abusive_offensive,indirect,sadness,gender,women,"@user no it’s not just Renois, dirty big whore going"
3455,@user wow j'sais pas comment tu fais mais tu fais accelerer mon coeur distance arrete ca mec jme sens toute timide la ;v;,normal,direct,indifference,other,other,@user wow I don't know how you do it but you make my heart speed up distance stop that man I feel very shy there ;v;
3456,@user @user je joue à pubg depuis sa sorti petit mongol 0 rapport pubg comme tout les jeux avec des sk… @url,offensive,indirect,indifference,other,individual,@user @user I have been playing pubg since it came out little mongol 0 report pubg like all games with sk… @url
3457,@user pfff ya encore le lac attardé là ya de l’herbe c cool,offensive,direct,indifference_disgust,other,individual,"@user pfff there’s still the lake lingering there, there’s grass, it’s cool"
3458,@user @user @user @user bon comme j’imagine que t’es une ptn de feministe lgbt pour changer… @url,offensive,direct,indifference,gender,women,@user @user @user @user well as I imagine you are an LGBT feminist for a change… @url
3459,@user ta vu sa dernière vidéo ? lui qui est sois disant contre la violence vient d'encourager les ketur de tou… @url,fearful_abusive_disrespectful_hateful_normal,indirect,indifference,other,other,Did @user see his latest video? he who is supposedly against violence has just encouraged the ketur of all… @url
3460,@user @user @user @user vous êtes mongol un championnat c'est pas en 1 match ; et au bar… @url,offensive,direct,indifference,disability,individual,@user @user @user @user you are Mongolian a championship is not in 1 match; and at the bar… @url
3461,@user toute une categorie de gauchiste sont imbibes de moraline bourgeoise.,offensive,indirect,shock,other,left_wing_people,@user a whole category of leftists are soaked in bourgeois morality.
3462,@user @user j’ai rien contre lui j’rigolais mongol va,offensive_disrespectful,direct,sadness,other,individual,@user @user I have nothing against him I was just kidding Mongolian
3463,@user @user etre au sommet de la chaine alimentaire = torturer des animaux pour mon plaisir ?,normal,indirect,sadness_indifference,other,other,@user @user being at the top of the food chain = torturing animals for my pleasure?
3464,@user qq mongol fez agr ?,offensive,indirect,indifference,other,individual,@user qq mongol fez agr?
3465,@user musique de mongol challenge de mongol mdrrrr,offensive,indirect,shock_indifference_disgust,disability,special_needs,@user Mongolian music Mongolian challenge lol
3466,@user en fait en tant qu'agent de securite la loi nous interdit de palper sur une personne du meme sexe (... @url,normal,direct,indifference,other,other,@user in fact as a security agent the law prohibits us from feeling a person of the same sex (... @url
3467,@user @user commando marine gauchiste c'est triste,normal,indirect,sadness,other,left_wing_people,@user @user leftist marine commando it's sad
3468,@user jamais coisa de mongol,offensive,direct,shock_indifference,other,individual,@user never say mongolian
3469,voila il faudra se debarrasser de ce genre de gauchiste pour sauver la france !!! @url,hateful_normal,indirect,indifference,other,left_wing_people,We will have to get rid of this type of leftist to save France!!! @url
3470,@user @user @user oh est plus à un mongol près en politique. un d'plus un d'moins...,offensive,direct,shock,other,individual,@user @user @user oh is closer to a mongol in politics. one more one less...
3471,@user mdrrrrrr bah ouais m’a dit vous êtes énormément en licence street mais asquip y’a priorité aux rebeu et… @url,normal,indirect,confusion_sadness_indifference_disgust,origin,arabs,@user mdrrrrrr well yeah told me you have a lot of street license but asquip there is priority for rebeu and… @url
3472,@user sale richou,abusive_offensive,direct,sadness,other,individual,@user dirty richou
