HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated tweet
2626,@user @user الحين وش دخل قطر بسالفتي انا ماحبيتهم عشان اغلبهم لسانهم وسخ وانتهى كلامي,offensive,direct,sadness,origin,other,"@user @user Now, what does Qatar have to do with my words? I didn’t like them because most of them have a dirty tongue, and that’s the end of my talk."
2627,قصتي مع التحرش الجنسي ؛,normal,direct,indifference_disgust,gender,women,My story with sexual harassment;
2628,#معصيتي_راحتي #ديوث,offensive,indirect,shock,other,other,#My disobedience is my comfort #Cuckold
2629,هذا وضع الحريم اذ زوجة بتزوج عليه @url,normal,indirect,indifference,other,other,"This is the situation in the harem, where a wife marries him @url"
2630,لن أعيش في قفطان أمي ، المسلسل يحكي عن بنت أرادت الزواج بأي ثمن للتحرر من التحرش و طغيان المجتمع @url,normal,direct,indifference,other,women,I will not live in my mother’s caftan. The series tells the story of a girl who wanted to marry at any cost to be free from harassment and the tyranny of society. @url
2631,#عطنا_نصيحه_مفيده عجلوا بحفر قناة شرق سلوى. وخلوا خنازير قطر يغرقون كما غرق فرعون وجنوده,hateful,direct,anger_disgust,origin,other,#Give_us_useful_advice: Hurry up and dig the East Salwa Canal. They let the pigs of Qatar drown as Pharaoh and his soldiers drowned
2632,كيف سامي الجابر يسمح لنفسه الخروج مع فتاة متبرجة في حفل الفيفا,offensive,direct,sadness,other,individual,How did Sami Al Jaber allow himself to go out with a dressed-up girl at a FIFA party?
2633,ف حمله شوفتها اناهرده محطوطه قدام كل كليه ف جامعه القاهره * معا ضد التحرش و العنف ضد المرأه * تقريبا يعني,abusive_normal,indirect,indifference,other,women,There is a campaign I saw today placed in front of every college at Cairo University * Together against harassment and violence against women * almost
2634,ماساكتاش.. هل ستقي الصافرة المغربيات شر التحرش؟,normal,direct,indifference,gender,women,Masaktash.. Will the whistle protect Moroccan women from the evil of harassment?
2635,مارتا ذي كل سنه أفضل لاعبه ، ميسي حقت الحريم هههههه,normal,direct,indifference,other,individual,"Marta is the best player every year, and Messi is the best player, haha"
2636,@user @user @user شعب يشرب بول البعير,offensive,direct,indifference,origin,other,@user @user @user People drink camel urine
2637,سجون العصابه الطائفيه الكهنوتيه هي قبور وليست سجون  الداخل اليها مفقود والخارج منها مولود  معظم من يتم اعتقالهم و… @url,abusive_hateful,indirect,anger_disgust,origin,other,"The prisons of the priestly sectarian gang are graves, not prisons. Those who enter them are missing and those who leave are born. Most of those who are arrested and... @url"
2638,@user @user الحرب بين خنازير الحوثه اتباع ايران,hateful,direct,disgust,origin,other,@user @user The war between the Houthi pigs and Iran’s followers
2639,#عهد_التميمي «اللاجئون الفلسطينيون ليسوا بحاجة إلى مال الأميركيين، بل يريدون العودة إلى أرضهم واستعادة كرامتهم، وعل… @url,normal,indirect,sadness,other,refugees,"#Ahed_Tamimi “Palestinian refugees do not need the Americans’ money. Rather, they want to return to their land and regain their dignity, and… @url"
2640,عشان افضل جمبك بايره,disrespectful_normal,indirect,indifference,other,women,To be better next to you
2641,@user @user @user ناس طاحت فالابل  وناس جاهم غلاث   ع ع  بول البعير   وناس تبلع من هالكيماويات… @user,abusive_disrespectful,indirect,indifference,other,other,"@user @user @user Some people fell on camels, some people brought food to the camel’s urine, and some people swallowed these chemicals… @user"
2642,توقعت مافيه خنازير بهيئة بشر طلع فيه للاسف,offensive,indirect,shock,other,other,"I expected that there would be no pigs in human form, but unfortunately it turned out"
2643,بول البعير يحتل الثل… @user,normal,indirect,indifference,origin,other,Camel urine occupies a third... @user
2644,مبتردش السلام على متبرجه علشان حرام.,disrespectful_normal,direct,indifference_disgust,other,women,Don't say hello to someone who shows off because it's forbidden.
2645,ححفيد جديد لعانه جديده ومراعاة نفسية النفاس وزيارات الحريم وانا مالي ادنى خلق لهالاشياء @url,offensive,indirect,indifference,other,women,"A new grandchild, a new curse, psychological consideration of the postpartum, and visits to the harem, and I have no idea what these things are. @url"
2646,سوري ابن حرام هلالي وسخ,hateful,direct,shock,origin,other,"A Syrian son of Haram, a dirty crescent"
2647,طبعا جده وقتها ودها تهفني بالدله بس اعطتني جواب ياليتها ما قالته!! قالت لي البخور يخلي بطون الحريم تتنفخ ويجيبوا اط… @url,offensive,indirect,indifference_disgust,other,women,"Of course, my grandmother at that time wanted to pamper me with evidence, but she gave me an answer. I wish she had not said it!! She told me that incense makes the harem’s stomachs swell and they bring food… @url"
2648,وتركوا خنازير البشرية وسفلة… @url,hateful,indirect,indifference,other,other,They left humanity's pigs and bastards... @url
2649,@user @user اجلللللد خنازير الطرابيش,hateful,indirect,shock,other,other,@user @user God bless the fez pigs
2650,انووضي تقودي قبل ماا تبقاي بايرة ياا بنت الفقير,offensive,direct,disgust,other,individual,"Get up and drive before you get wet, poor girl"
2651,@user @user من شفت بروفايلك عرفت أنك شخصية قذرة و منحرفة لذلك ماراح أكثر هرج مع الأنجاس أمثالك,normal,direct,anger_fear_shock_indifference_sadness,other,individual,"@user @user When I saw your profile, I knew that you were a dirty and perverted person, so I will not mess around with impure people like you anymore."
2652,تقول الاميره ديانا :لقد أحبني السود والبيض والمثليون واليهود عدا الشخص الذي أحببته,normal,indirect,indifference,other,individual,"Princess Diana says: Blacks, whites, gays, and Jews loved me, except for the person I loved"
2653,@user @user @user @user سبحان الله يعني خنزير وعبد للبيادة ومجرد زيرو من مجموع الأصفار اللي… @url,normal,indirect,indifference_disgust,other,other,"@user @user @user @user Glory be to God, it means a pig, a slave to extermination, and just a zero from the sum of zeros that... @url"
2654,@user @user بعمركم ما راح تدوقوا بول البعير لأنكم تعودتوا علي بول الحمير,offensive,direct,indifference,other,other,@user @user You have never tasted camel urine because you are accustomed to donkey urine
